student_id,test_id,grade,percentage,attempt
149,357,4,60,1
149,358,9,96,2
149,359,1,7,1
149,360,8,90,1
149,361,2,24,2
149,362,5,67,1
149,363,3,43,2
149,364,9,97,1
149,365,2,28,1
149,366,5,73,1
149,367,3,45,1
149,368,5,69,1
149,369,2,29,1
149,370,2,20,1
149,371,6,82,1
149,372,1,9,2
149,373,8,91,1
149,374,3,49,1
149,375,3,46,1
149,376,2,31,1
149,377,4,53,1
149,378,10,99,1
149,379,2,28,1
149,380,1,2,1
149,381,1,15,1
149,382,4,63,1
149,383,6,78,2
149,384,1,16,1
149,385,10,98,1
149,386,3,38,1
149,387,9,94,1
149,388,2,27,1
149,389,3,41,1
149,390,2,29,1
149,391,5,72,1
149,392,1,6,1
149,393,4,58,1
149,394,7,85,2
149,395,1,3,1
149,396,5,74,1
149,397,5,67,1
149,398,4,60,2
149,399,3,41,1
149,400,8,90,1
150,351,9,94,1
150,352,5,68,1
150,353,6,77,1
150,354,3,48,1
150,355,4,61,1
150,356,3,38,2
150,357,3,41,1
150,358,5,72,1
150,359,1,6,1
150,360,2,23,2
150,361,1,17,2
150,362,2,28,1
150,363,4,50,1
150,364,5,65,1
150,365,3,35,1
150,366,1,14,1
150,367,9,97,1
150,368,1,19,1
150,369,5,70,2
150,370,8,92,1
150,371,2,32,1
150,372,4,63,2
150,373,3,36,1
150,374,3,47,1
150,375,4,50,1
150,376,7,83,1
150,377,3,41,2
150,378,5,66,1
150,379,3,46,1
150,380,5,72,1
150,381,4,59,1
150,382,1,3,1
150,383,1,9,1
150,384,7,88,1
150,385,3,41,1
150,386,1,17,1
150,387,2,29,1
150,388,7,83,1
150,389,3,42,1
150,390,1,12,1
150,391,8,89,1
150,392,3,35,1
150,393,2,27,1
150,394,9,94,1
150,395,3,49,2
150,396,7,87,2
150,397,1,12,1
150,398,2,33,1
150,399,9,97,1
150,400,4,54,1
151,351,2,24,1
151,352,3,43,1
151,353,3,39,1
151,354,2,34,1
151,355,2,31,2
151,356,1,11,1
151,357,5,69,2
151,358,3,35,1
151,359,1,6,1
151,360,9,96,1
151,361,5,67,1
151,362,7,87,1
151,363,1,2,2
151,364,9,95,1
151,365,2,25,1
151,366,4,53,1
151,367,3,49,1
151,368,4,57,1
151,369,7,84,1
151,370,7,87,1
151,371,6,78,2
151,372,4,64,1
151,373,4,50,1
151,374,1,14,1
151,375,3,44,2
151,376,3,45,1
151,377,6,79,1
151,378,1,9,1
151,379,5,65,1
151,380,4,61,1
151,381,4,57,1
151,382,7,84,1
151,383,9,94,1
151,384,4,59,1
151,385,3,35,1
151,386,9,94,1
151,387,7,85,1
151,388,2,22,2
151,389,1,8,1
151,390,3,42,2
151,391,1,14,1
151,392,1,10,2
151,393,6,78,1
151,394,1,17,1
151,395,4,64,1
151,396,1,15,2
151,397,3,39,1
151,398,6,78,1
151,399,2,34,2
151,400,1,14,1
152,351,6,75,1
152,352,4,63,1
152,353,3,47,1
152,354,6,81,1
152,355,3,36,2
152,356,3,38,1
152,357,3,40,1
152,358,1,19,1
152,359,4,59,1
152,360,1,17,1
152,361,2,33,1
152,362,3,48,1
152,363,3,44,1
152,364,6,79,1
152,365,2,26,1
152,366,2,22,1
152,367,5,65,1
152,368,1,14,1
152,369,6,75,1
152,370,6,80,1
152,371,3,45,1
152,372,3,41,1
152,373,1,15,1
152,374,2,21,1
152,375,2,20,2
152,376,2,31,1
152,377,5,69,2
152,378,2,30,2
152,379,4,50,1
152,380,3,39,2
152,381,2,28,1
152,382,5,68,1
152,383,1,15,1
152,384,1,18,1
152,385,4,53,1
152,386,3,36,1
152,387,9,96,1
152,388,7,87,2
152,389,6,78,1
152,390,3,38,1
152,391,1,19,1
152,392,4,58,1
152,393,2,21,1
152,394,4,51,1
152,395,6,79,1
152,396,1,12,1
152,397,6,80,1
152,398,5,72,1
152,399,2,31,1
152,400,7,88,1
153,351,4,52,1
153,352,8,92,1
153,353,2,22,1
153,354,1,1,2
153,355,1,5,1
153,356,1,4,1
153,357,2,22,2
153,358,7,87,1
153,359,1,16,1
153,360,6,80,1
153,361,6,76,2
153,362,3,41,2
153,363,5,68,1
153,364,8,90,1
153,365,1,7,1
153,366,1,12,2
153,367,4,64,1
153,368,5,69,1
153,369,7,83,1
153,370,4,60,1
153,371,3,35,1
153,372,4,58,1
153,373,1,6,1
153,374,2,34,1
153,375,1,3,2
153,376,4,55,1
153,377,1,19,1
153,378,6,80,1
153,379,5,74,1
153,380,9,94,1
153,381,5,69,1
153,382,1,16,1
153,383,1,10,1
153,384,6,81,1
153,385,7,84,1
153,386,1,11,1
153,387,1,11,1
153,388,5,72,1
153,389,4,62,2
153,390,2,25,1
153,391,3,35,1
153,392,4,54,2
153,393,4,50,1
153,394,3,48,1
153,395,1,19,1
153,396,9,94,1
153,397,2,34,1
153,398,7,87,1
153,399,1,14,1
153,400,1,7,1
154,351,4,64,1
154,352,1,9,1
154,353,1,14,1
154,354,6,79,2
154,355,1,4,1
154,356,8,91,1
154,357,3,37,1
154,358,7,88,1
154,359,3,39,1
154,360,9,96,1
154,361,1,9,1
154,362,5,73,2
154,363,1,7,1
154,364,3,38,1
154,365,7,83,1
154,366,2,34,1
154,367,2,32,1
154,368,6,76,1
154,369,2,33,1
154,370,2,21,1
154,371,5,66,1
154,372,1,14,1
154,373,2,25,1
154,374,1,12,1
154,375,10,98,2
154,376,3,42,1
154,377,3,45,1
154,378,1,17,1
154,379,9,94,1
154,380,5,66,1
154,381,3,49,1
154,382,5,67,1
154,383,1,2,1
154,384,1,4,2
154,385,1,1,1
154,386,3,44,1
154,387,1,17,1
154,388,4,59,1
154,389,4,61,1
154,390,9,95,1
154,391,9,96,1
154,392,2,30,1
154,393,10,99,1
154,394,1,14,1
154,395,5,71,1
154,396,2,34,2
154,397,1,17,1
154,398,6,82,1
154,399,3,40,1
154,400,5,74,1
155,351,1,4,1
155,352,8,89,1
155,353,4,62,1
155,354,7,86,1
155,355,3,46,1
155,356,3,39,1
155,357,2,28,1
155,358,1,18,1
155,359,10,98,1
155,360,5,68,1
155,361,5,65,1
155,362,4,58,1
155,363,2,25,1
155,364,4,54,2
155,365,1,10,1
155,366,3,39,2
155,367,9,94,2
155,368,6,77,1
155,369,5,69,1
155,370,4,63,1
155,371,2,26,1
155,372,5,68,1
155,373,4,56,1
155,374,7,84,1
155,375,1,17,1
155,376,5,68,2
155,377,7,83,1
155,378,3,43,1
155,379,1,4,1
155,380,4,58,1
155,381,6,76,1
155,382,4,53,1
155,383,3,48,1
155,384,2,24,1
155,385,1,1,1
155,386,8,93,2
155,387,2,21,1
155,388,1,15,2
155,389,1,8,1
155,390,1,4,1
155,391,9,95,1
155,392,4,55,1
155,393,5,67,1
155,394,1,1,1
155,395,3,37,1
155,396,1,11,1
155,397,6,81,1
155,398,6,78,2
155,399,5,72,1
155,400,4,62,1
156,351,6,79,1
156,352,8,92,1
156,353,3,41,1
156,354,3,46,1
156,355,3,47,1
156,356,9,97,1
156,357,2,24,1
156,358,3,41,1
156,359,2,31,1
156,360,8,90,1
156,361,2,28,1
156,362,6,78,1
156,363,1,11,1
156,364,1,14,1
156,365,3,48,2
156,366,1,13,2
156,367,7,83,1
156,368,1,15,2
156,369,5,68,1
156,370,1,12,1
156,371,1,10,2
156,372,1,7,1
156,373,4,64,1
156,374,3,45,1
156,375,8,93,1
156,376,4,60,1
156,377,1,14,1
156,378,2,29,1
156,379,10,98,1
156,380,4,58,1
156,381,4,60,1
156,382,6,75,2
156,383,7,88,1
156,384,7,84,1
156,385,4,61,2
156,386,8,89,2
156,387,4,53,1
156,388,2,20,1
156,389,4,63,1
156,390,1,13,1
156,391,7,85,1
156,392,1,18,1
156,393,8,90,1
156,394,3,39,1
156,395,5,74,2
156,396,7,84,1
156,397,2,29,1
156,398,3,49,1
156,399,3,43,1
156,400,3,49,1
157,351,8,90,1
157,352,9,94,1
157,353,2,24,1
157,354,2,32,1
157,355,3,39,1
157,356,4,53,1
157,357,3,43,1
157,358,3,46,1
157,359,10,99,2
157,360,9,94,1
157,361,10,98,1
157,362,1,9,1
157,363,6,81,1
157,364,6,80,1
157,365,2,33,1
157,366,4,60,1
157,367,4,50,1
157,368,2,28,1
157,369,1,5,1
157,370,7,87,1
157,371,1,13,1
157,372,8,92,1
157,373,7,84,1
157,374,7,85,1
157,375,3,47,1
157,376,2,21,2
157,377,7,85,1
157,378,8,92,2
157,379,1,13,1
157,380,4,52,1
157,381,1,2,1
157,382,7,88,1
157,383,3,43,2
157,384,1,7,1
157,385,1,7,1
157,386,3,47,1
157,387,8,91,1
157,388,1,11,1
157,389,4,63,1
157,390,8,91,1
157,391,3,45,1
157,392,3,46,1
157,393,4,54,1
157,394,8,92,1
157,395,2,32,1
157,396,7,88,1
157,397,4,53,1
157,398,2,33,1
157,399,7,87,1
157,400,5,72,1
158,351,1,5,1
158,352,2,21,1
158,353,4,63,1
158,354,6,82,1
158,355,2,32,1
158,356,1,16,1
158,357,8,93,1
158,358,6,76,1
158,359,5,69,1
158,360,8,89,1
158,361,1,7,1
158,362,6,77,1
158,363,2,34,1
158,364,4,52,1
158,365,2,30,1
158,366,4,59,2
158,367,5,70,2
158,368,5,71,1
158,369,3,49,1
158,370,3,37,1
158,371,7,85,1
158,372,9,94,1
158,373,1,13,1
158,374,6,80,2
158,375,2,33,1
158,376,1,4,1
158,377,3,46,2
158,378,6,82,1
158,379,7,87,2
158,380,4,54,1
158,381,8,92,1
158,382,4,56,1
158,383,1,13,1
158,384,4,58,1
158,385,5,71,1
158,386,9,96,1
158,387,2,34,1
158,388,3,35,1
158,389,4,62,1
158,390,2,28,1
158,391,5,67,1
158,392,3,47,2
158,393,2,27,1
158,394,4,61,1
158,395,1,12,1
158,396,3,44,1
158,397,3,36,1
158,398,7,83,1
158,399,3,47,1
158,400,4,53,1
159,351,2,20,1
159,352,3,39,1
159,353,1,5,1
159,354,2,28,1
159,355,3,36,2
159,356,2,20,1
159,357,8,91,1
159,358,3,42,1
159,359,8,92,1
159,360,3,38,1
159,361,6,80,1
159,362,7,85,1
159,363,1,10,1
159,364,3,47,2
159,365,1,4,1
159,366,1,17,1
159,367,1,17,1
159,368,5,68,1
159,369,7,86,1
159,370,2,27,1
159,371,3,43,1
159,372,8,91,1
159,373,2,33,1
159,374,2,29,1
159,375,3,42,1
159,376,2,24,1
159,377,1,3,1
159,378,5,71,1
159,379,3,39,1
159,380,5,69,1
159,381,4,57,1
159,382,3,49,1
159,383,1,17,1
159,384,1,10,1
159,385,4,57,2
159,386,2,24,2
159,387,1,18,2
159,388,5,66,2
159,389,2,32,1
159,390,1,16,1
159,391,8,89,1
159,392,2,34,1
159,393,10,98,1
159,394,5,65,1
159,395,8,93,1
159,396,8,90,2
159,397,3,36,1
159,398,4,52,1
159,399,4,64,2
159,400,4,58,1
160,351,3,41,1
160,352,1,5,1
160,353,9,94,1
160,354,5,74,1
160,355,2,21,1
160,356,2,29,1
160,357,2,33,1
160,358,7,88,1
160,359,1,1,1
160,360,2,21,2
160,361,2,28,1
160,362,4,56,1
160,363,6,80,1
160,364,4,57,1
160,365,3,44,1
160,366,1,1,1
160,367,1,9,1
160,368,6,81,1
160,369,4,54,1
160,370,1,19,2
160,371,1,17,1
160,372,5,73,1
160,373,4,61,2
160,374,2,25,1
160,375,1,17,1
160,376,1,14,1
160,377,6,80,1
160,378,5,67,1
160,379,8,92,1
160,380,1,6,1
160,381,1,19,1
160,382,2,34,1
160,383,6,78,1
160,384,4,63,1
160,385,10,98,1
160,386,10,98,1
160,387,1,15,1
160,388,6,78,1
160,389,2,26,2
160,390,7,83,1
160,391,3,38,1
160,392,2,20,1
160,393,1,14,1
160,394,4,64,1
160,395,4,63,1
160,396,1,19,1
160,397,6,82,1
160,398,1,2,1
160,399,8,92,1
160,400,4,64,1
161,351,2,26,1
161,352,8,93,1
161,353,1,11,1
161,354,1,9,1
161,355,3,47,1
161,356,7,85,1
161,357,1,7,1
161,358,2,22,1
161,359,4,50,1
161,360,3,45,1
161,361,1,7,1
161,362,8,90,1
161,363,3,41,1
161,364,8,93,2
161,365,8,90,1
161,366,3,48,1
161,367,2,22,1
161,368,1,4,1
161,369,5,67,1
161,370,1,19,1
161,371,7,88,1
161,372,4,63,2
161,373,1,8,1
161,374,8,92,1
161,375,7,84,1
161,376,5,68,1
161,377,4,55,1
161,378,3,41,1
161,379,10,98,1
161,380,2,32,1
161,381,2,26,1
161,382,5,65,1
161,383,3,37,1
161,384,7,87,1
161,385,6,82,1
161,386,1,15,1
161,387,9,95,1
161,388,5,72,1
161,389,3,43,1
161,390,2,30,1
161,391,10,99,1
161,392,3,49,1
161,393,2,23,1
161,394,1,9,1
161,395,2,24,2
161,396,6,81,1
161,397,1,4,1
161,398,3,36,1
161,399,1,18,1
161,400,4,59,1
162,351,1,4,2
162,352,2,26,1
162,353,5,65,1
162,354,6,77,1
162,355,1,9,1
162,356,3,42,1
162,357,5,66,1
162,358,1,9,1
162,359,6,79,2
162,360,1,8,1
162,361,2,23,1
162,362,1,6,1
162,363,1,5,1
162,364,2,24,1
162,365,7,84,1
162,366,5,70,2
162,367,3,36,1
162,368,9,97,1
162,369,5,69,1
162,370,3,43,1
162,371,2,28,1
162,372,8,90,1
162,373,2,26,2
162,374,3,40,1
162,375,8,89,1
162,376,4,59,1
162,377,4,57,1
162,378,4,53,1
162,379,3,37,1
162,380,8,90,1
162,381,4,63,1
162,382,1,2,2
162,383,1,17,1
162,384,2,25,1
162,385,9,94,1
162,386,10,98,1
162,387,2,30,2
162,388,1,3,1
162,389,6,81,1
162,390,1,1,1
162,391,3,43,2
162,392,6,81,1
162,393,6,78,1
162,394,8,89,1
162,395,2,21,1
162,396,2,20,1
162,397,4,63,1
162,398,1,2,1
162,399,7,83,1
162,400,5,70,1
163,351,3,39,1
163,352,1,13,1
163,353,3,40,1
163,354,4,52,1
163,355,5,73,2
163,356,5,73,1
163,357,4,60,1
163,358,3,48,2
163,359,9,97,1
163,360,2,21,1
163,361,9,95,1
163,362,9,94,1
163,363,3,39,1
163,364,2,26,2
163,365,5,68,2
163,366,6,75,2
163,367,4,58,1
163,368,1,10,1
163,369,1,3,1
163,370,4,51,1
163,371,1,5,1
163,372,3,49,1
163,373,3,49,1
163,374,1,12,1
163,375,9,97,1
163,376,10,98,1
163,377,1,11,1
163,378,3,48,1
163,379,1,1,1
163,380,8,93,1
163,381,3,40,1
163,382,7,84,1
163,383,5,66,1
163,384,2,23,1
163,385,2,29,1
163,386,7,83,1
163,387,4,64,1
163,388,5,70,1
163,389,4,58,1
163,390,8,92,1
163,391,4,60,1
163,392,3,39,1
163,393,6,79,1
163,394,8,91,1
163,395,4,56,1
163,396,5,68,1
163,397,4,57,2
163,398,4,50,1
163,399,1,16,2
163,400,5,70,1
164,351,2,23,1
164,352,5,70,1
164,353,3,37,1
164,354,3,42,1
164,355,7,85,2
164,356,5,68,1
164,357,8,92,1
164,358,1,9,1
164,359,2,25,1
164,360,5,67,1
164,361,6,77,1
164,362,1,15,1
164,363,4,61,1
164,364,3,41,1
164,365,2,21,2
164,366,1,19,1
164,367,1,16,1
164,368,4,62,2
164,369,4,63,1
164,370,2,20,1
164,371,3,43,1
164,372,7,84,1
164,373,3,41,1
164,374,4,62,1
164,375,1,16,1
164,376,5,70,1
164,377,1,19,1
164,378,9,96,1
164,379,1,1,1
164,380,8,91,1
164,381,4,60,1
164,382,1,13,1
164,383,1,11,1
164,384,8,92,1
164,385,4,54,1
164,386,10,98,1
164,387,3,35,1
164,388,8,91,1
164,389,1,19,2
164,390,4,61,1
164,391,4,64,1
164,392,2,31,1
164,393,8,92,1
164,394,6,81,1
164,395,1,2,1
164,396,5,72,1
164,397,4,61,1
164,398,2,34,1
164,399,5,74,1
164,400,4,60,1
165,351,4,51,2
165,352,1,17,1
165,353,2,27,1
165,354,3,36,1
165,355,7,83,1
165,356,5,68,1
165,357,1,7,2
165,358,6,75,1
165,359,3,39,1
165,360,4,60,1
165,361,3,37,1
165,362,9,97,1
165,363,5,74,2
165,364,1,9,1
165,365,6,79,2
165,366,3,35,1
165,367,6,78,2
165,368,3,36,1
165,369,1,19,1
165,370,2,30,2
165,371,1,4,2
165,372,3,40,1
165,373,3,44,1
165,374,1,6,1
165,375,4,58,1
165,376,1,15,1
165,377,1,18,1
165,378,1,5,1
165,379,6,77,1
165,380,4,60,1
165,381,1,9,1
165,382,7,87,1
165,383,3,42,1
165,384,1,16,1
165,385,8,93,1
165,386,8,89,1
165,387,2,28,1
165,388,8,89,1
165,389,2,20,1
165,390,1,8,1
165,391,3,47,1
165,392,3,38,1
165,393,6,76,1
165,394,9,95,1
165,395,8,93,1
165,396,9,96,1
165,397,1,9,1
165,398,9,94,1
165,399,7,85,1
165,400,5,67,1
166,351,8,93,1
166,352,8,91,1
166,353,2,26,1
166,354,4,52,1
166,355,5,66,1
166,356,2,23,1
166,357,3,37,1
166,358,5,70,1
166,359,4,59,1
166,360,6,82,2
166,361,3,45,1
166,362,7,86,1
166,363,1,8,1
166,364,8,91,1
166,365,5,71,1
166,366,1,17,1
166,367,1,14,1
166,368,5,70,2
166,369,3,46,2
166,370,4,64,1
166,371,2,23,1
166,372,7,87,1
166,373,4,63,1
166,374,2,21,1
166,375,6,77,1
166,376,2,27,2
166,377,4,62,1
166,378,2,25,1
166,379,1,1,1
166,380,5,69,1
166,381,7,86,1
166,382,4,64,1
166,383,1,13,1
166,384,1,18,2
166,385,4,53,2
166,386,5,73,1
166,387,2,28,1
166,388,5,69,2
166,389,5,69,1
166,390,3,41,1
166,391,2,24,1
166,392,2,22,1
166,393,2,23,2
166,394,2,24,2
166,395,5,74,1
166,396,4,51,1
166,397,2,26,1
166,398,8,91,1
166,399,5,67,1
166,400,9,96,1
167,351,1,17,1
167,352,4,60,2
167,353,1,5,1
167,354,6,81,1
167,355,2,32,1
167,356,3,44,2
167,357,9,95,1
167,358,3,41,1
167,359,4,50,1
167,360,7,83,1
167,361,8,93,1
167,362,3,41,1
167,363,7,83,1
167,364,4,56,1
167,365,2,23,1
167,366,4,52,1
167,367,8,89,2
167,368,7,85,1
167,369,8,90,1
167,370,2,30,2
167,371,4,55,1
167,372,2,30,1
167,373,4,54,1
167,374,8,93,1
167,375,6,79,1
167,376,5,68,1
167,377,8,89,2
167,378,3,46,1
167,379,3,45,1
167,380,1,12,1
167,381,2,32,1
167,382,1,8,2
167,383,5,73,1
167,384,3,44,1
167,385,8,91,1
167,386,6,77,1
167,387,1,18,1
167,388,3,39,1
167,389,3,35,1
167,390,1,5,1
167,391,1,12,1
167,392,4,62,1
167,393,1,9,1
167,394,4,64,1
167,395,5,69,1
167,396,8,90,1
167,397,9,94,2
167,398,5,68,1
167,399,4,51,1
167,400,4,52,1
168,351,2,24,1
168,352,1,15,1
168,353,3,45,1
168,354,10,99,2
168,355,8,90,1
168,356,3,46,1
168,357,5,71,2
168,358,2,23,1
168,359,1,12,2
168,360,1,15,1
168,361,1,17,2
168,362,3,41,1
168,363,8,89,1
168,364,1,4,2
168,365,6,81,1
168,366,5,69,1
168,367,8,89,1
168,368,4,58,1
168,369,4,60,1
168,370,3,38,1
168,371,6,75,1
168,372,6,80,1
168,373,9,94,2
168,374,4,61,1
168,375,3,49,1
168,376,7,87,1
168,377,2,34,1
168,378,1,16,1
168,379,3,48,1
168,380,9,97,1
168,381,1,19,1
168,382,3,40,2
168,383,8,93,1
168,384,2,27,1
168,385,1,6,1
168,386,5,65,1
168,387,7,84,1
168,388,5,67,1
168,389,2,21,1
168,390,1,15,1
168,391,8,92,1
168,392,3,42,1
168,393,3,39,1
168,394,6,76,1
168,395,1,14,1
168,396,6,75,1
168,397,9,95,1
168,398,1,19,1
168,399,7,83,1
168,400,1,5,2
169,351,2,20,1
169,352,7,83,1
169,353,7,88,1
169,354,7,87,1
169,355,3,36,1
169,356,5,71,2
169,357,7,85,1
169,358,9,94,1
169,359,5,66,1
169,360,8,89,1
169,361,6,76,1
169,362,1,3,2
169,363,4,57,1
169,364,1,13,1
169,365,3,46,1
169,366,1,12,1
169,367,3,49,2
169,368,6,75,1
169,369,2,31,1
169,370,3,47,1
169,371,3,46,1
169,372,3,45,1
169,373,8,92,2
169,374,5,70,1
169,375,1,4,1
169,376,1,9,1
169,377,6,76,1
169,378,1,17,1
169,379,8,93,1
169,380,1,6,1
169,381,5,66,1
169,382,8,92,1
169,383,2,30,1
169,384,1,3,1
169,385,6,78,1
169,386,5,73,1
169,387,5,68,1
169,388,8,90,1
169,389,5,74,1
169,390,4,57,1
169,391,2,26,1
169,392,5,72,1
169,393,5,71,1
169,394,3,42,1
169,395,3,47,1
169,396,1,13,1
169,397,7,83,1
169,398,4,57,2
169,399,2,31,1
169,400,4,60,1
170,351,6,81,2
170,352,8,91,2
170,353,3,45,1
170,354,2,29,1
170,355,2,32,2
170,356,5,68,1
170,357,2,34,2
170,358,7,84,1
170,359,2,26,1
170,360,2,25,1
170,361,5,69,1
170,362,4,55,2
170,363,2,22,1
170,364,2,34,1
170,365,5,74,1
170,366,9,94,1
170,367,1,5,1
170,368,1,14,1
170,369,7,84,1
170,370,9,95,1
170,371,8,91,1
170,372,3,44,1
170,373,1,15,1
170,374,3,42,1
170,375,7,86,1
170,376,7,88,1
170,377,3,45,1
170,378,2,25,2
170,379,8,90,1
170,380,6,78,1
170,381,1,9,2
170,382,2,22,1
170,383,4,60,1
170,384,9,97,1
170,385,7,84,1
170,386,2,30,1
170,387,6,76,1
170,388,3,44,2
170,389,6,78,1
170,390,10,99,1
170,391,8,90,1
170,392,3,47,1
170,393,9,97,1
170,394,6,82,2
170,395,3,36,1
170,396,5,65,1
170,397,3,40,1
170,398,5,71,1
170,399,5,65,1
170,400,2,25,1
171,351,1,4,2
171,352,8,90,1
171,353,6,76,1
171,354,6,79,1
171,355,1,13,1
171,356,3,37,1
171,357,4,58,2
171,358,1,6,1
171,359,5,74,1
171,360,4,51,1
171,361,5,71,1
171,362,2,31,2
171,363,4,56,1
171,364,6,82,1
171,365,3,35,2
171,366,7,85,2
171,367,3,49,1
171,368,3,44,1
171,369,2,32,1
171,370,3,36,1
171,371,10,98,1
171,372,2,34,1
171,373,1,14,1
171,374,2,21,1
171,375,3,41,1
171,376,1,4,1
171,377,4,63,2
171,378,6,80,1
171,379,6,77,1
171,380,1,6,1
171,381,4,53,1
171,382,5,66,2
171,383,3,36,2
171,384,4,51,1
171,385,6,76,2
171,386,3,42,1
171,387,9,97,1
171,388,5,66,1
171,389,5,66,1
171,390,6,81,1
171,391,3,48,1
171,392,3,44,1
171,393,8,92,1
171,394,4,53,1
171,395,4,62,1
171,396,9,96,1
171,397,7,84,1
171,398,3,36,1
171,399,6,75,1
171,400,2,22,1
172,351,10,99,1
172,352,3,46,1
172,353,1,13,1
172,354,4,60,1
172,355,7,87,1
172,356,7,86,1
172,357,2,28,1
172,358,2,33,1
172,359,3,43,2
172,360,4,52,1
172,361,5,66,2
172,362,5,71,1
172,363,5,70,1
172,364,3,35,2
172,365,2,26,1
172,366,1,13,1
172,367,6,79,1
172,368,4,51,1
172,369,9,95,1
172,370,1,19,1
172,371,5,74,1
172,372,2,23,1
172,373,5,68,1
172,374,9,95,1
172,375,2,34,2
172,376,5,73,2
172,377,1,4,1
172,378,1,7,1
172,379,6,75,1
172,380,7,83,1
172,381,1,18,1
172,382,4,63,1
172,383,1,13,1
172,384,7,86,1
172,385,2,30,1
172,386,8,89,1
172,387,3,42,1
172,388,4,58,1
172,389,4,55,1
172,390,8,92,1
172,391,4,61,1
172,392,3,43,1
172,393,4,51,2
172,394,2,27,1
172,395,7,87,1
172,396,1,12,1
172,397,4,64,1
172,398,3,48,1
172,399,6,80,1
172,400,3,44,1
173,351,5,72,1
173,352,2,25,1
173,353,2,32,1
173,354,2,25,1
173,355,8,91,2
173,356,2,21,1
173,357,4,63,1
173,358,4,52,1
173,359,2,27,1
173,360,9,94,1
173,361,6,78,1
173,362,8,90,1
173,363,3,35,1
173,364,8,93,1
173,365,1,5,1
173,366,7,88,1
173,367,7,87,2
173,368,5,65,1
173,369,3,49,1
173,370,1,8,1
173,371,2,24,1
173,372,4,57,1
173,373,10,99,2
173,374,5,68,1
173,375,1,5,1
173,376,2,32,1
173,377,2,28,1
173,378,1,18,1
173,379,4,63,1
173,380,1,18,1
173,381,9,97,1
173,382,1,1,1
173,383,3,39,1
173,384,4,63,1
173,385,4,58,1
173,386,1,9,1
173,387,6,81,1
173,388,4,52,1
173,389,1,3,1
173,390,3,46,1
173,391,3,40,1
173,392,3,37,1
173,393,4,53,1
173,394,3,35,1
173,395,4,63,1
173,396,8,92,1
173,397,7,84,1
173,398,1,13,1
173,399,4,58,1
173,400,6,81,1
174,351,4,59,1
174,352,4,53,1
174,353,2,24,2
174,354,8,92,1
174,355,9,94,1
174,356,2,26,1
174,357,10,99,1
174,358,8,90,1
174,359,5,67,1
174,360,3,35,1
174,361,1,13,1
174,362,4,50,1
174,363,7,88,1
174,364,2,34,1
174,365,3,39,1
174,366,1,4,1
174,367,9,95,1
174,368,1,4,2
174,369,3,36,1
174,370,2,20,2
174,371,10,99,1
174,372,1,2,1
174,373,4,56,1
174,374,5,68,1
174,375,1,17,1
174,376,1,3,1
174,377,5,72,1
174,378,3,42,1
174,379,1,3,1
174,380,3,41,1
174,381,3,46,1
174,382,2,24,2
174,383,3,47,1
174,384,1,1,1
174,385,3,36,1
174,386,4,55,2
174,387,2,26,1
174,388,3,48,2
174,389,2,22,1
174,390,9,96,1
174,391,4,54,1
174,392,1,19,1
174,393,9,95,1
174,394,1,13,1
174,395,2,25,1
174,396,7,85,1
174,397,5,74,2
174,398,2,29,2
174,399,2,24,1
174,400,10,99,1
175,351,2,31,1
175,352,5,66,1
175,353,5,65,1
175,354,2,30,1
175,355,1,4,1
175,356,6,79,1
175,357,2,21,1
175,358,2,25,1
175,359,2,26,1
175,360,6,79,1
175,361,8,90,2
175,362,2,31,1
175,363,4,55,2
175,364,6,78,1
175,365,5,70,2
175,366,3,46,2
175,367,2,25,1
175,368,3,47,2
175,369,8,91,1
175,370,2,21,1
175,371,3,36,1
175,372,1,6,1
175,373,3,45,1
175,374,2,23,1
175,375,5,67,1
175,376,6,79,1
175,377,3,46,1
175,378,4,57,1
175,379,1,13,2
175,380,2,23,1
175,381,3,39,1
175,382,1,15,1
175,383,1,3,1
175,384,1,2,1
175,385,4,55,1
175,386,9,96,1
175,387,3,46,1
175,388,9,96,1
175,389,1,15,1
175,390,1,13,1
175,391,1,12,1
175,392,3,44,1
175,393,3,44,1
175,394,1,1,1
175,395,3,49,1
175,396,7,84,1
175,397,6,77,1
175,398,3,49,1
175,399,4,59,1
175,400,5,67,1
176,351,5,65,1
176,352,4,51,1
176,353,1,17,1
176,354,4,59,1
176,355,2,20,1
176,356,1,7,2
176,357,1,17,1
176,358,9,96,1
176,359,2,20,1
176,360,2,27,1
176,361,4,60,1
176,362,9,94,1
176,363,8,92,2
176,364,6,81,1
176,365,3,49,1
176,366,3,38,2
176,367,3,44,1
176,368,9,95,1
176,369,3,35,1
176,370,1,10,1
176,371,1,15,1
176,372,7,85,1
176,373,6,76,1
176,374,1,9,1
176,375,2,32,1
176,376,8,92,1
176,377,5,65,1
176,378,2,25,2
176,379,2,30,1
176,380,6,77,1
176,381,5,70,1
176,382,1,5,1
176,383,9,96,2
176,384,2,32,1
176,385,2,30,2
176,386,5,74,1
176,387,1,6,1
176,388,2,22,1
176,389,1,2,1
176,390,4,54,1
176,391,1,13,1
176,392,1,4,1
176,393,8,92,1
176,394,8,93,2
176,395,1,8,1
176,396,1,3,1
176,397,2,25,1
176,398,1,2,1
176,399,1,14,1
176,400,5,73,1
177,351,10,98,2
177,352,2,25,1
177,353,1,8,2
177,354,4,59,1
